      t(s)           x(m)           y(m)
 168.72000        9.16211       -3.61410
 168.73000        9.16435       -3.61321
 168.74000        9.16660       -3.61232
 168.75000        9.16885       -3.61142
 168.76000        9.17110       -3.61053
 168.77000        9.17334       -3.60964
 168.78000        9.17559       -3.60875
 168.79000        9.17783       -3.60785
 168.80000        9.18007       -3.60696
 168.81000        9.18232       -3.60606
 168.82000        9.18456       -3.60517
 168.83000        9.18680       -3.60428
 168.84000        9.18904       -3.60338
 168.85000        9.19127       -3.60248
 168.86000        9.19351       -3.60159
 168.87000        9.19575       -3.60069
 168.88000        9.19798       -3.59979
 168.89000        9.20022       -3.59890
 168.90000        9.20245       -3.59800
 168.91000        9.20468       -3.59710
 168.92000        9.20691       -3.59620
 168.93000        9.20915       -3.59530
 168.94000        9.21137       -3.59441
 168.95000        9.21360       -3.59351
 168.96000        9.21583       -3.59261
 168.97000        9.21806       -3.59171
 168.98000        9.22028       -3.59081
 168.99000        9.22251       -3.58990
 169.00000        9.22473       -3.58900
 169.01000        9.22695       -3.58810
 169.02000        9.22918       -3.58720
 169.03000        9.23140       -3.58630
 169.04000        9.23362       -3.58539
 169.05000        9.23584       -3.58449
 169.06000        9.23805       -3.58359
 169.07000        9.24027       -3.58268
 169.08000        9.24249       -3.58178
 169.09000        9.24470       -3.58088
 169.10000        9.24692       -3.57997
 169.11000        9.24913       -3.57906
 169.12000        9.25134       -3.57816
 169.13000        9.25355       -3.57725
 169.14000        9.25576       -3.57635
 169.15000        9.25797       -3.57544
 169.16000        9.26018       -3.57453
 169.17000        9.26239       -3.57362
 169.18000        9.26460       -3.57272
 169.19000        9.26680       -3.57181
 169.20000        9.26901       -3.57090
 169.21000        9.27121       -3.56999
 169.22000        9.27341       -3.56908
 169.23000        9.27562       -3.56817
 169.24000        9.27782       -3.56726
 169.25000        9.28002       -3.56635
 169.26000        9.28222       -3.56544
 169.27000        9.28442       -3.56453
 169.28000        9.28661       -3.56362
 169.29000        9.28881       -3.56271
 169.30000        9.29100       -3.56179
 169.31000        9.29320       -3.56088
 169.32000        9.29539       -3.55997
 169.33000        9.29758       -3.55905
 169.34000        9.29978       -3.55814
 169.35000        9.30197       -3.55723
 169.36000        9.30416       -3.55631
 169.37000        9.30635       -3.55540
 169.38000        9.30853       -3.55448
 169.39000        9.31072       -3.55357
 169.40000        9.31291       -3.55265
 169.41000        9.31509       -3.55173
 169.42000        9.31727       -3.55082
 169.43000        9.31946       -3.54990
 169.44000        9.32164       -3.54898
 169.45000        9.32382       -3.54807
 169.46000        9.32600       -3.54715
 169.47000        9.32818       -3.54623
 169.48000        9.33036       -3.54531
 169.49000        9.33254       -3.54439
 169.50000        9.33471       -3.54347
 169.51000        9.33689       -3.54255
 169.52000        9.33906       -3.54163
 169.53000        9.34124       -3.54071
 169.54000        9.34341       -3.53979
 169.55000        9.34558       -3.53887
 169.56000        9.34775       -3.53795
 169.57000        9.34992       -3.53702
 169.58000        9.35209       -3.53610
 169.59000        9.35426       -3.53518
 169.60000        9.35643       -3.53426
 169.61000        9.35859       -3.53333
 169.62000        9.36076       -3.53241
 169.63000        9.36292       -3.53149
 169.64000        9.36509       -3.53056
 169.65000        9.36725       -3.52964
 169.66000        9.36941       -3.52871
 169.67000        9.37157       -3.52779
 169.68000        9.37373       -3.52686
 169.69000        9.37589       -3.52593
 169.70000        9.37805       -3.52501
 169.71000        9.38020       -3.52408
 169.72000        9.38236       -3.52315
 169.73000        9.38452       -3.52223
 169.74000        9.38667       -3.52130
 169.75000        9.38882       -3.52037
 169.76000        9.39098       -3.51944
 169.77000        9.39313       -3.51851
 169.78000        9.39528       -3.51758
 169.79000        9.39743       -3.51665
 169.80000        9.39957       -3.51572
 169.81000        9.40172       -3.51479
 169.82000        9.40387       -3.51386
 169.83000        9.40601       -3.51293
 169.84000        9.40816       -3.51200
 169.85000        9.41030       -3.51107
 169.86000        9.41245       -3.51013
 169.87000        9.41459       -3.50920
 169.88000        9.41673       -3.50827
 169.89000        9.41887       -3.50734
 169.90000        9.42101       -3.50640
 169.91000        9.42315       -3.50547
 169.92000        9.42528       -3.50453
 169.93000        9.42742       -3.50360
 169.94000        9.42956       -3.50266
 169.95000        9.43169       -3.50173
 169.96000        9.43382       -3.50079
 169.97000        9.43596       -3.49986
 169.98000        9.43809       -3.49892
 169.99000        9.44022       -3.49799
 170.00000        9.44235       -3.49705
 170.01000        9.44448       -3.49611
 170.02000        9.44661       -3.49517
 170.03000        9.44873       -3.49424
 170.04000        9.45086       -3.49330
 170.05000        9.45299       -3.49236
 170.06000        9.45511       -3.49142
 170.07000        9.45723       -3.49048
 170.08000        9.45936       -3.48954
 170.09000        9.46148       -3.48860
 170.10000        9.46360       -3.48766
 170.11000        9.46572       -3.48672
 170.12000        9.46784       -3.48578
 170.13000        9.46996       -3.48484
 170.14000        9.47207       -3.48389
 170.15000        9.47419       -3.48295
 170.16000        9.47630       -3.48201
 170.17000        9.47842       -3.48107
 170.18000        9.48053       -3.48012
 170.19000        9.48264       -3.47918
 170.20000        9.48476       -3.47824
 170.21000        9.48687       -3.47729
 170.22000        9.48898       -3.47635
 170.23000        9.49108       -3.47540
 170.24000        9.49319       -3.47446
 170.25000        9.49530       -3.47351
 170.26000        9.49740       -3.47257
 170.27000        9.49951       -3.47162
 170.28000        9.50161       -3.47067
 170.29000        9.50372       -3.46973
 170.30000        9.50582       -3.46878
 170.31000        9.50792       -3.46783
 170.32000        9.51002       -3.46689
 170.33000        9.51212       -3.46594
 170.34000        9.51422       -3.46499
 170.35000        9.51632       -3.46404
 170.36000        9.51841       -3.46309
 170.37000        9.52051       -3.46214
 170.38000        9.52261       -3.46119
 170.39000        9.52470       -3.46024
 170.40000        9.52679       -3.45929
 170.41000        9.52888       -3.45834
 170.42000        9.53098       -3.45739
 170.43000        9.53307       -3.45644
 170.44000        9.53516       -3.45549
 170.45000        9.53724       -3.45453
 170.46000        9.53933       -3.45358
 170.47000        9.54142       -3.45263
 170.48000        9.54350       -3.45168
 170.49000        9.54559       -3.45072
 170.50000        9.54767       -3.44977
 170.51000        9.54976       -3.44881
 170.52000        9.55184       -3.44786
 170.53000        9.55392       -3.44690
 170.54000        9.55600       -3.44595
 170.55000        9.55808       -3.44499
 170.56000        9.56016       -3.44404
 170.57000        9.56224       -3.44308
 170.58000        9.56431       -3.44213
 170.59000        9.56639       -3.44117
 170.60000        9.56846       -3.44021
 170.61000        9.57054       -3.43925
 170.62000        9.57261       -3.43830
 170.63000        9.57468       -3.43734
 170.64000        9.57675       -3.43638
 170.65000        9.57882       -3.43542
 170.66000        9.58089       -3.43446
 170.67000        9.58296       -3.43350
 170.68000        9.58503       -3.43254
 170.69000        9.58710       -3.43158
 170.70000        9.58916       -3.43062
 170.71000        9.59123       -3.42966
 170.72000        9.59329       -3.42870
 170.73000        9.59535       -3.42774
 170.74000        9.59742       -3.42678
 170.75000        9.59948       -3.42582
 170.76000        9.60154       -3.42485
 170.77000        9.60360       -3.42389
 170.78000        9.60566       -3.42293
 170.79000        9.60771       -3.42197
 170.80000        9.60977       -3.42100
 170.81000        9.61183       -3.42004
 170.82000        9.61388       -3.41907
 170.83000        9.61593       -3.41811
 170.84000        9.61799       -3.41714
 170.85000        9.62004       -3.41618
 170.86000        9.62209       -3.41521
 170.87000        9.62414       -3.41425
 170.88000        9.62619       -3.41328
 170.89000        9.62824       -3.41232
 170.90000        9.63029       -3.41135
 170.91000        9.63233       -3.41038
 170.92000        9.63438       -3.40941
 170.93000        9.63643       -3.40845
 170.94000        9.63847       -3.40748
 170.95000        9.64051       -3.40651
 170.96000        9.64255       -3.40554
 170.97000        9.64460       -3.40457
 170.98000        9.64664       -3.40360
 170.99000        9.64868       -3.40263
 171.00000        9.65071       -3.40166
 171.01000        9.65275       -3.40069
 171.02000        9.65479       -3.39972
 171.03000        9.65683       -3.39875
 171.04000        9.65886       -3.39778
 171.05000        9.66089       -3.39681
 171.06000        9.66293       -3.39584
 171.07000        9.66496       -3.39486
 171.08000        9.66699       -3.39389
 171.09000        9.66902       -3.39292
 171.10000        9.67105       -3.39195
 171.11000        9.67308       -3.39097
 171.12000        9.67511       -3.39000
 171.13000        9.67714       -3.38902
 171.14000        9.67916       -3.38805
 171.15000        9.68119       -3.38707
 171.16000        9.68321       -3.38610
 171.17000        9.68523       -3.38512
 171.18000        9.68726       -3.38415
 171.19000        9.68928       -3.38317
 171.20000        9.69130       -3.38220
 171.21000        9.69332       -3.38122
 171.22000        9.69534       -3.38024
 171.23000        9.69736       -3.37927
 171.24000        9.69937       -3.37829
 171.25000        9.70139       -3.37731
 171.26000        9.70340       -3.37633
 171.27000        9.70542       -3.37535
 171.28000        9.70743       -3.37437
 171.29000        9.70944       -3.37340
 171.30000        9.71146       -3.37242
 171.31000        9.71347       -3.37144
 171.32000        9.71548       -3.37046
 171.33000        9.71749       -3.36948
 171.34000        9.71949       -3.36850
 171.35000        9.72150       -3.36751
 171.36000        9.72351       -3.36653
 171.37000        9.72551       -3.36555
 171.38000        9.72752       -3.36457
 171.39000        9.72952       -3.36359
 171.40000        9.73152       -3.36260
 171.41000        9.73353       -3.36162
 171.42000        9.73553       -3.36064
 171.43000        9.73753       -3.35966
 171.44000        9.73953       -3.35867
 171.45000        9.74153       -3.35769
 171.46000        9.74352       -3.35670
 171.47000        9.74552       -3.35572
